OID_,FID,COUNT,AREA,MEAN
114,116,3.000000000000000,16.595712000001011,44.902666727666670
115,117,4.000000000000000,22.127616000001350,44.600999832174999
116,118,1.000000000000000,5.531904000000337,44.576000213599997
117,119,2.000000000000000,11.063808000000675,45.061000823949996
118,120,6.000000000000000,33.191424000002023,43.997667312633332
119,121,8.000000000000000,44.255232000002700,44.966000080099995
120,122,2.000000000000000,11.063808000000675,44.270999908450001
121,123,4.000000000000000,22.127616000001350,44.225999832149995
122,124,1.000000000000000,5.531904000000337,44.026000976600002
123,125,7.000000000000000,38.723328000002361,45.098856789742854
124,126,6.000000000000000,33.191424000002023,45.255999883016663
125,127,3.000000000000000,16.595712000001011,44.479334513333335
126,128,6.000000000000000,33.191424000002023,44.534334182750001
127,129,2.000000000000000,11.063808000000675,44.281000137350006
128,130,2.000000000000000,11.063808000000675,44.115999221799996
129,131,4.000000000000000,22.127616000001350,44.718500137324995
130,132,9.000000000000000,49.787136000003038,44.633777618400003
131,136,8.000000000000000,44.255232000002700,45.341000080124999
132,137,16.000000000000000,88.510464000005399,44.542249917993750
133,138,2.000000000000000,11.063808000000675,44.125999450700000
134,139,14.000000000000000,77.446656000004722,44.714571544092856
135,140,9.000000000000000,49.787136000003038,44.329333411333330
136,141,2.000000000000000,11.063808000000675,44.320999145549997
137,142,12.000000000000000,66.382848000004046,44.340999603274994
138,143,2.000000000000000,11.063808000000675,44.410999298100002
139,144,4.000000000000000,22.127616000001350,44.675999641399997
140,145,6.000000000000000,33.191424000002023,44.526000976549994
141,146,8.000000000000000,44.255232000002700,44.068500041950003
142,147,1.000000000000000,5.531904000000337,44.675998687700002
143,148,6.000000000000000,33.191424000002023,44.287666956600006
144,149,5.000000000000000,27.659520000001688,45.102000427260002
145,150,1.000000000000000,5.531904000000337,45.335998535199998
146,151,8.000000000000000,44.255232000002700,44.179749965649997
147,152,5.000000000000000,27.659520000001688,44.342000579839997
148,153,3.000000000000000,16.595712000001011,44.042667388899993
149,154,4.000000000000000,22.127616000001350,44.946001052850001
150,155,12.000000000000000,66.382848000004046,44.380999565125009
151,156,2.000000000000000,11.063808000000675,44.346000671399999
152,157,3.000000000000000,16.595712000001011,44.562667846666663
153,158,6.000000000000000,33.191424000002023,44.352667490666668
154,159,2.000000000000000,11.063808000000675,45.335998535199998
155,160,8.000000000000000,44.255232000002700,44.389750003800003
156,161,4.000000000000000,22.127616000001350,44.415999412525004
157,162,10.000000000000000,55.319040000003376,44.988999557519996
158,163,4.000000000000000,22.127616000001350,44.673500061025003
159,164,8.000000000000000,44.255232000002700,45.007249832162493
160,165,2.000000000000000,11.063808000000675,44.980998992949999
161,166,6.000000000000000,33.191424000002023,45.419333775816668
162,167,12.000000000000000,66.382848000004046,45.538500150049991
163,168,2.000000000000000,11.063808000000675,45.051000595100000
164,169,6.000000000000000,33.191424000002023,45.307667414350000
165,170,4.000000000000000,22.127616000001350,45.148500442474997
166,171,4.000000000000000,22.127616000001350,44.353499412524997
167,172,4.000000000000000,22.127616000001350,44.260999679599998
168,173,10.000000000000000,55.319040000003376,44.729999923710004
169,174,6.000000000000000,33.191424000002023,45.065999984750000
170,175,12.000000000000000,66.382848000004046,44.227667172749996
171,176,2.000000000000000,11.063808000000675,43.980998992899998
172,177,2.000000000000000,11.063808000000675,45.361000061049999
173,178,4.000000000000000,22.127616000001350,45.228499412524997
174,179,4.000000000000000,22.127616000001350,45.276000022875003
175,180,9.000000000000000,49.787136000003038,45.318222045922219
176,181,15.000000000000000,82.978560000005061,45.305333455413326
177,182,10.000000000000000,55.319040000003376,44.620999908460000
178,183,1.000000000000000,5.531904000000337,44.096000671399999
179,184,8.000000000000000,44.255232000002700,45.602250099200006
180,185,2.000000000000000,11.063808000000675,45.561000823999997
181,186,2.000000000000000,11.063808000000675,45.641000747649997
182,187,8.000000000000000,44.255232000002700,45.014749050162500
183,188,6.000000000000000,33.191424000002023,45.605999628716667
184,189,8.000000000000000,44.255232000002700,44.964750766750001
185,190,4.000000000000000,22.127616000001350,44.265999793974999
186,191,2.000000000000000,11.063808000000675,44.195999145499997
187,192,4.000000000000000,22.127616000001350,45.551000595100000
188,193,4.000000000000000,22.127616000001350,44.978500366174998
189,194,12.000000000000000,66.382848000004046,45.676833152758327
190,195,8.000000000000000,44.255232000002700,44.979750633249999
191,196,6.000000000000000,33.191424000002023,45.520999272650002
192,197,49.000000000000000,271.063296000016521,45.486204419810214
193,198,10.000000000000000,55.319040000003376,45.627999877939999
194,199,4.000000000000000,22.127616000001350,45.020999908450001
195,200,6.000000000000000,33.191424000002023,44.759333292649998
196,201,10.000000000000000,55.319040000003376,45.709000778179998
197,202,8.000000000000000,44.255232000002700,45.026000022899993
198,203,8.000000000000000,44.255232000002700,45.027249813087501
199,204,15.000000000000000,82.978560000005061,45.551333872486666
200,205,3.000000000000000,16.595712000001011,45.629332224533336
201,206,6.000000000000000,33.191424000002023,45.019332885733334
202,207,1.000000000000000,5.531904000000337,45.736000060999999
203,208,4.000000000000000,22.127616000001350,45.703500747649997
204,209,10.000000000000000,55.319040000003376,44.677999877930006
205,210,4.000000000000000,22.127616000001350,44.590999603299998
206,211,4.000000000000000,22.127616000001350,44.151000022924997
207,212,12.000000000000000,66.382848000004046,45.833500226349997
208,213,5.000000000000000,27.659520000001688,45.745999145499994
209,214,8.000000000000000,44.255232000002700,44.949750423437507
210,215,8.000000000000000,44.255232000002700,45.234749794012494
211,216,21.000000000000000,116.169984000007091,45.841238112680962
212,217,2.000000000000000,11.063808000000675,44.416000366199995
213,218,10.000000000000000,55.319040000003376,44.386000061040001
214,219,2.000000000000000,11.063808000000675,45.086000442499994
215,220,9.000000000000000,49.787136000003038,45.817111969000003
216,221,6.000000000000000,33.191424000002023,45.595999399833332
217,222,16.000000000000000,88.510464000005399,45.731000185012512
218,223,35.000000000000000,193.616640000011813,45.625142342711428
219,224,12.000000000000000,66.382848000004046,45.675999959308335
220,225,1.000000000000000,5.531904000000337,45.905998230000002
221,226,3.000000000000000,16.595712000001011,45.189333597799994
222,228,2.000000000000000,11.063808000000675,44.631000518800001
223,229,2.000000000000000,11.063808000000675,45.176000595100000
224,230,12.000000000000000,66.382848000004046,45.516833941141662
225,231,12.000000000000000,66.382848000004046,45.588499069249998
226,232,8.000000000000000,44.255232000002700,44.863500118250002
227,233,2.000000000000000,11.063808000000675,44.425998687749995
228,234,5.000000000000000,27.659520000001688,45.585998535199998
229,235,74.000000000000000,409.360896000024979,45.198162078858111
230,236,8.000000000000000,44.255232000002700,44.947250843037494
231,237,14.000000000000000,77.446656000004722,44.160285949707138
232,238,80.000000000000000,442.552320000027009,45.209875154486255
233,239,10.000000000000000,55.319040000003376,44.633000564589999
234,240,8.000000000000000,44.255232000002700,44.168499469750003
235,241,2.000000000000000,11.063808000000675,44.185998916599999
236,242,2.000000000000000,11.063808000000675,44.156000137299998
237,243,6.000000000000000,33.191424000002023,44.502666473399998
238,244,1.000000000000000,5.531904000000337,44.486000060999999
239,245,10.000000000000000,55.319040000003376,44.208000564569993
240,246,4.000000000000000,22.127616000001350,45.305999755900004
241,248,2.000000000000000,11.063808000000675,44.830999374399994
242,250,15.000000000000000,82.978560000005061,45.492666625973335
243,251,8.000000000000000,44.255232000002700,45.253500461575001
244,252,4.000000000000000,22.127616000001350,45.201000213624994
245,253,4.000000000000000,22.127616000001350,43.640998840350001
246,254,10.000000000000000,55.319040000003376,45.224999618529999
247,255,4.000000000000000,22.127616000001350,45.428499221774999
248,256,6.000000000000000,33.191424000002023,45.381000518800001
249,257,4.000000000000000,22.127616000001350,44.713500022874996
250,258,6.000000000000000,33.191424000002023,44.389333724949999
251,259,2.000000000000000,11.063808000000675,44.190999984699999
252,260,7.000000000000000,38.723328000002361,44.885999952042859
253,261,8.000000000000000,44.255232000002700,44.673500061037501
254,262,11.000000000000000,60.850944000003715,44.737818631254541
255,263,3.000000000000000,16.595712000001011,44.266000111933337
256,265,7.000000000000000,38.723328000002361,44.911713736400003
257,266,7.000000000000000,38.723328000002361,44.563143048971426
258,267,2.000000000000000,11.063808000000675,44.491001129150000
259,268,2.000000000000000,11.063808000000675,44.481000900249995
260,269,11.000000000000000,60.850944000003715,44.964182766990909
261,270,2.000000000000000,11.063808000000675,44.966001510599995
262,271,2.000000000000000,11.063808000000675,45.170999526949998
263,272,4.000000000000000,22.127616000001350,44.978500366199995
264,273,6.000000000000000,33.191424000002023,44.901000340783327
265,274,8.000000000000000,44.255232000002700,44.797249794012501
266,275,4.000000000000000,22.127616000001350,44.753500938424999
267,276,10.000000000000000,55.319040000003376,44.556999969490001
268,277,2.000000000000000,11.063808000000675,44.500999450700000
269,278,10.000000000000000,55.319040000003376,44.363000488280001
270,279,5.000000000000000,27.659520000001688,44.431999969480003
271,280,21.000000000000000,116.169984000007091,44.750286283942849
272,281,2.000000000000000,11.063808000000675,44.951000213599997
273,282,6.000000000000000,33.191424000002023,45.062667210899995
274,283,4.000000000000000,22.127616000001350,44.980999946599994
275,284,6.000000000000000,33.191424000002023,44.757666905716668
276,285,14.000000000000000,77.446656000004722,44.894571576800004
277,286,1.000000000000000,5.531904000000337,44.756000518800001
278,287,1.000000000000000,5.531904000000337,45.465999603299998
279,288,8.000000000000000,44.255232000002700,44.818500041962501
280,289,15.000000000000000,82.978560000005061,44.763333638513330
281,290,10.000000000000000,55.319040000003376,44.949000549289998
282,291,14.000000000000000,77.446656000004722,45.302428381771428
283,292,4.000000000000000,22.127616000001350,45.508500099199999
284,293,6.000000000000000,33.191424000002023,44.637666066500003
285,294,8.000000000000000,44.255232000002700,44.902250766737495
286,295,4.000000000000000,22.127616000001350,45.113499641425001
287,296,8.000000000000000,44.255232000002700,44.991000175474994
288,297,3.000000000000000,16.595712000001011,44.552666982033330
289,298,14.000000000000000,77.446656000004722,44.208143234250002
290,299,4.000000000000000,22.127616000001350,44.441000938424992
291,300,8.000000000000000,44.255232000002700,45.031000137337500
292,301,1.000000000000000,5.531904000000337,44.546001434300003
293,302,2.000000000000000,11.063808000000675,45.051000595100000
294,303,4.000000000000000,22.127616000001350,44.241000175475001
295,304,2.000000000000000,11.063808000000675,44.965999603299998
296,305,5.000000000000000,27.659520000001688,44.572000122059997
297,306,1.000000000000000,5.531904000000337,44.476001739499999
298,307,2.000000000000000,11.063808000000675,44.436000823999997
299,308,8.000000000000000,44.255232000002700,45.095999717712495
300,309,8.000000000000000,44.255232000002700,44.954749584200002
301,310,1.000000000000000,5.531904000000337,45.055999755899997
302,311,2.000000000000000,11.063808000000675,44.910999298050001
303,312,5.000000000000000,27.659520000001688,44.841999816899992
304,313,2.000000000000000,11.063808000000675,44.486000061049999
305,314,2.000000000000000,11.063808000000675,44.760999679600005
306,315,2.000000000000000,11.063808000000675,44.465999603299998
307,316,5.000000000000000,27.659520000001688,44.876000213600001
308,317,2.000000000000000,11.063808000000675,44.996000289899996
309,318,3.000000000000000,16.595712000001011,44.559333801299999
310,319,1.000000000000000,5.531904000000337,44.816001892099997
311,320,10.000000000000000,55.319040000003376,44.587000656119997
312,321,3.000000000000000,16.595712000001011,45.192666371666661
313,322,3.000000000000000,16.595712000001011,45.262667338066670
314,323,4.000000000000000,22.127616000001350,44.751000404350002
315,328,7.000000000000000,38.723328000002361,44.818858010442860
316,331,8.000000000000000,44.255232000002700,44.694749832162501
317,332,8.000000000000000,44.255232000002700,44.629750251762495
318,333,9.000000000000000,49.787136000003038,44.902667151555548
319,334,1.000000000000000,5.531904000000337,44.866001129200001
320,335,2.000000000000000,11.063808000000675,44.821001052849994
321,336,2.000000000000000,11.063808000000675,44.840999603299998
322,337,4.000000000000000,22.127616000001350,45.131000518800001
323,338,1.000000000000000,5.531904000000337,45.145999908400000
324,339,2.000000000000000,11.063808000000675,45.070999145499997
325,341,8.000000000000000,44.255232000002700,44.791000366224999
326,342,2.000000000000000,11.063808000000675,45.141000747700005
327,343,3.000000000000000,16.595712000001011,44.742666880300000
328,344,1.000000000000000,5.531904000000337,44.835998535199998
329,345,2.000000000000000,11.063808000000675,45.231000900249995
330,347,17.000000000000000,94.042368000005737,45.330118067129412
331,348,10.000000000000000,55.319040000003376,44.161999893190000
332,349,1.000000000000000,5.531904000000337,45.236000060999999
333,350,6.000000000000000,33.191424000002023,45.337667465216668
334,351,5.000000000000000,27.659520000001688,45.127999877939999
335,352,8.000000000000000,44.255232000002700,45.152249813062497
336,353,1.000000000000000,5.531904000000337,44.046001434300003
337,354,8.000000000000000,44.255232000002700,45.206000328062494
338,355,1.000000000000000,5.531904000000337,45.256000518800001
339,356,7.000000000000000,38.723328000002361,45.631714412128574
340,357,3.000000000000000,16.595712000001011,45.609334309933331
341,358,3.000000000000000,16.595712000001011,44.775999705000004
342,359,2.000000000000000,11.063808000000675,45.430999755849996
343,360,2.000000000000000,11.063808000000675,44.770999908450001
344,361,4.000000000000000,22.127616000001350,45.356000900300003
345,362,3.000000000000000,16.595712000001011,45.409332275366665
346,363,8.000000000000000,44.255232000002700,45.756000041949996
347,364,6.000000000000000,33.191424000002023,44.794333775849999
348,365,8.000000000000000,44.255232000002700,45.623500347137501
349,366,1.000000000000000,5.531904000000337,45.215999603299998
350,367,3.000000000000000,16.595712000001011,45.595999399833332
351,368,8.000000000000000,44.255232000002700,45.372250080124999
352,369,13.000000000000000,71.914752000004384,45.399846003600004
353,370,1.000000000000000,5.531904000000337,45.436000823999997
354,371,1.000000000000000,5.531904000000337,45.145999908400000
355,372,2.000000000000000,11.063808000000675,45.260999679600005
356,373,16.000000000000000,88.510464000005399,45.620375156412500
357,374,7.000000000000000,38.723328000002361,45.590285164985715
358,375,3.000000000000000,16.595712000001011,45.425998687700002
359,376,9.000000000000000,49.787136000003038,45.211555057100000
360,377,4.000000000000000,22.127616000001350,45.590998649624993
361,378,2.000000000000000,11.063808000000675,45.420999526949998
362,379,9.000000000000000,49.787136000003038,44.677110883911105
363,380,11.000000000000000,60.850944000003715,44.802364349363629
364,381,4.000000000000000,22.127616000001350,45.415999412525004
365,382,8.000000000000000,44.255232000002700,44.244750022875003
366,383,4.000000000000000,22.127616000001350,45.230999946599994
367,384,6.000000000000000,33.191424000002023,45.389333089183332
368,385,8.000000000000000,44.255232000002700,43.829750537887499
369,386,16.000000000000000,88.510464000005399,45.304749965674993
370,387,4.000000000000000,22.127616000001350,45.216000556950000
371,388,4.000000000000000,22.127616000001350,45.276000022875003
372,389,3.000000000000000,16.595712000001011,43.999333699533331
373,390,8.000000000000000,44.255232000002700,43.915999889387500
374,391,6.000000000000000,33.191424000002023,45.236000696816667
375,392,3.000000000000000,16.595712000001011,45.299334208166670
376,393,4.000000000000000,22.127616000001350,43.788499832150002
377,394,1.000000000000000,5.531904000000337,45.326000213599997
378,396,8.000000000000000,44.255232000002700,45.151000022887494
379,397,2.000000000000000,11.063808000000675,45.346000671399999
380,398,16.000000000000000,88.510464000005399,45.404124259937504
381,399,10.000000000000000,55.319040000003376,45.147999954219998
382,400,13.000000000000000,71.914752000004384,45.295999967138464
383,401,10.000000000000000,55.319040000003376,45.461999511709998
384,402,4.000000000000000,22.127616000001350,45.505999565125002
385,403,8.000000000000000,44.255232000002700,44.543500423462504
386,404,2.000000000000000,11.063808000000675,44.786001205450006
387,405,4.000000000000000,22.127616000001350,45.230999946574997
388,406,1.000000000000000,5.531904000000337,45.416000366200002
389,407,12.000000000000000,66.382848000004046,44.436833063758321
390,408,4.000000000000000,22.127616000001350,44.571001052850001
391,409,6.000000000000000,33.191424000002023,44.807667414366662
392,410,10.000000000000000,55.319040000003376,44.522000122060000
393,411,1.000000000000000,5.531904000000337,45.395999908400000
394,412,4.000000000000000,22.127616000001350,45.316000938424992
395,413,6.000000000000000,33.191424000002023,45.199333826699991
396,414,8.000000000000000,44.255232000002700,45.557250022900000
397,415,4.000000000000000,22.127616000001350,44.328500747699998
398,416,1.000000000000000,5.531904000000337,45.256000518800001
399,417,8.000000000000000,44.255232000002700,43.873499870300002
400,418,2.000000000000000,11.063808000000675,44.205999374399994
401,419,12.000000000000000,66.382848000004046,45.138500213624994
402,420,1.000000000000000,5.531904000000337,44.436000823999997
403,421,2.000000000000000,11.063808000000675,44.061000824000004
404,422,7.000000000000000,38.723328000002361,45.223142896371428
405,424,2.000000000000000,11.063808000000675,44.391000747649997
406,426,8.000000000000000,44.255232000002700,44.415999412525004
407,427,4.000000000000000,22.127616000001350,44.741000175475001
408,428,2.000000000000000,11.063808000000675,44.436000823999997
409,429,2.000000000000000,11.063808000000675,44.426000595100000
410,430,3.000000000000000,16.595712000001011,45.872666676833333
411,431,8.000000000000000,44.255232000002700,44.826000213637499
412,432,2.000000000000000,11.063808000000675,45.706001281699997
413,433,6.000000000000000,33.191424000002023,44.447666803983324
414,434,2.000000000000000,11.063808000000675,45.416000366200002
415,435,2.000000000000000,11.063808000000675,45.340999603299998
416,436,14.000000000000000,77.446656000004722,45.370285851621425
417,437,7.000000000000000,38.723328000002361,44.877428327300002
418,438,2.000000000000000,11.063808000000675,45.461000442499994
419,439,20.000000000000000,110.638080000006752,45.012000274655001
420,440,8.000000000000000,44.255232000002700,44.518499851237500
421,441,4.000000000000000,22.127616000001350,44.458499908449994
422,442,10.000000000000000,55.319040000003376,45.267000198369999
423,443,11.000000000000000,60.850944000003715,44.172363974827270
424,444,8.000000000000000,44.255232000002700,45.783500194550001
425,445,24.000000000000000,132.765696000008091,45.605583826699991
426,446,8.000000000000000,44.255232000002700,44.510999679562502
427,447,4.000000000000000,22.127616000001350,44.243499755849996
428,448,20.000000000000000,110.638080000006752,45.885999870299997
429,449,8.000000000000000,44.255232000002700,45.168499469737498
430,450,8.000000000000000,44.255232000002700,45.168498992924995
431,451,4.000000000000000,22.127616000001350,44.198499679575001
432,452,4.000000000000000,22.127616000001350,45.288499832149995
433,453,4.000000000000000,22.127616000001350,45.616001129200001
434,454,8.000000000000000,44.255232000002700,44.514750003825007
435,455,8.000000000000000,44.255232000002700,44.476000308987494
436,456,27.000000000000000,149.361408000009106,45.806740654844440
437,457,4.000000000000000,22.127616000001350,44.385999679575001
438,458,16.000000000000000,88.510464000005399,44.837250232700001
439,459,8.000000000000000,44.255232000002700,45.127250671399999
440,460,9.000000000000000,49.787136000003038,45.261555565733332
441,461,2.000000000000000,11.063808000000675,45.155998230000002
442,462,14.000000000000000,77.446656000004722,45.443142754685709
443,463,6.000000000000000,33.191424000002023,45.460999806716671
444,464,4.000000000000000,22.127616000001350,45.231000900274999
445,465,2.000000000000000,11.063808000000675,44.270999908450001
446,466,4.000000000000000,22.127616000001350,44.321000099199999
447,467,6.000000000000000,33.191424000002023,44.699333190899992
448,468,2.000000000000000,11.063808000000675,44.400999069199997
449,469,2.000000000000000,11.063808000000675,45.520999908450001
450,470,3.000000000000000,16.595712000001011,45.082667032899998
451,471,5.000000000000000,27.659520000001688,44.603999328640000
452,472,4.000000000000000,22.127616000001350,45.131000518800001
453,473,14.000000000000000,77.446656000004722,45.778142929085710
454,474,1.000000000000000,5.531904000000337,45.226001739499999
455,475,2.000000000000000,11.063808000000675,45.190999984749993
456,476,2.000000000000000,11.063808000000675,45.250999450700000
457,477,12.000000000000000,66.382848000004046,45.202666600533327
458,478,6.000000000000000,33.191424000002023,44.432666778549994
459,479,20.000000000000000,110.638080000006752,45.859500122074998
460,480,6.000000000000000,33.191424000002023,45.632666905733331
461,481,3.000000000000000,16.595712000001011,44.456000010166662
462,482,8.000000000000000,44.255232000002700,44.804750442512493
463,483,28.000000000000000,154.893312000009445,43.967785562792855
464,484,15.000000000000000,82.978560000005061,44.276667022706668
465,485,2.000000000000000,11.063808000000675,45.361000061049999
466,486,4.000000000000000,22.127616000001350,45.383500099175002
467,487,6.000000000000000,33.191424000002023,45.286000569666669
468,488,1.000000000000000,5.531904000000337,45.215999603299998
469,489,2.000000000000000,11.063808000000675,45.250999450700000
470,490,6.000000000000000,33.191424000002023,45.270999908450001
471,491,1.000000000000000,5.531904000000337,44.445999145499997
472,492,2.000000000000000,11.063808000000675,45.311000823999997
473,493,2.000000000000000,11.063808000000675,44.406000137349999
474,494,4.000000000000000,22.127616000001350,44.893499374374997
475,495,9.000000000000000,49.787136000003038,45.539332919655550
476,496,8.000000000000000,44.255232000002700,44.392249584187496
477,497,8.000000000000000,44.255232000002700,45.466001033774994
478,498,10.000000000000000,55.319040000003376,44.876000213610006
479,499,4.000000000000000,22.127616000001350,44.916000366199995
480,500,25.000000000000000,138.297600000008430,44.963599853496000
481,501,4.000000000000000,22.127616000001350,44.323498725924999
482,502,4.000000000000000,22.127616000001350,44.968500137299998
483,503,7.000000000000000,38.723328000002361,45.420286451071426
484,504,4.000000000000000,22.127616000001350,44.833499908449994
485,505,6.000000000000000,33.191424000002023,44.810999552399998
486,506,1.000000000000000,5.531904000000337,44.445999145499997
487,507,10.000000000000000,55.319040000003376,45.236000061030005
488,508,2.000000000000000,11.063808000000675,45.180999755849996
489,509,16.000000000000000,88.510464000005399,44.700999736787494
490,510,2.000000000000000,11.063808000000675,44.326000213649998
491,511,6.000000000000000,33.191424000002023,45.152666091916664
492,512,10.000000000000000,55.319040000003376,44.968000030509998
493,513,13.000000000000000,71.914752000004384,45.269846696123082
494,514,17.000000000000000,94.042368000005737,44.515411825747059
495,515,1.000000000000000,5.531904000000337,45.166000366200002
496,516,3.000000000000000,16.595712000001011,45.242665608733333
497,517,2.000000000000000,11.063808000000675,45.095998764049995
